   0.0000000000000000        3.4933463257950876E-011   1.0000000000000000     
   6.2831853071795862E-004   3.0635193970184094E-007  0.99999980260791843     
   1.2566370614359172E-003   1.3422172276721331E-006  0.99999921043175177     
   1.8849555921538759E-003   3.0842427816142477E-006  0.99999822347173384     
   2.5132741228718345E-003   5.5290800707173099E-006  0.99999684172825409     
   3.1415926535897929E-003   8.6756042998220328E-006  0.99999506520185821     
   3.7699111843077517E-003   1.2523294796289530E-005  0.99999289389324730     
   4.3982297150257105E-003   1.7071861253186078E-005  0.99999032780327890     
   5.0265482457436689E-003   2.2321119143957079E-005  0.99998736693296575     
   5.6548667764616273E-003   2.8270938422643248E-005  0.99998401128347691     
   6.2831853071795857E-003   3.4921219224146858E-005  0.99998026085613712     
   6.9115038378975450E-003   4.2271879135923262E-005  0.99997611565242694     
   7.5398223686155034E-003   5.0322846003856817E-005  0.99997157567398298     
   8.1681408993334627E-003   5.9074053615917855E-005  0.99996664092259735     
   8.7964594300514211E-003   6.8525438984605365E-005  0.99996131140021827     
   9.4247779607693795E-003   7.8676940566612256E-005  0.99995558710894983     
   1.0053096491487338E-002   8.9528497056933157E-005  0.99994946805105178     
   1.0681415022205296E-002   1.0108004654853395E-004  0.99994295422893997     
   1.1309733552923255E-002   1.1333152593226096E-004  0.99993604564518579     
   1.1938052083641213E-002   1.2628287045907591E-004  0.99992874230251683     
   1.2566370614359171E-002   1.3993401341468384E-004  0.99992104420381611     
   1.3194689145077132E-002   1.5428488587366560E-004  0.99991295135212288     
   1.3823007675795090E-002   1.6933541651093526E-004  0.99990446375063202     
   1.4451326206513048E-002   1.8508553145523999E-004  0.99989558140269430     
   1.5079644737231007E-002   2.0153515417397871E-004  0.99988630431181635     
   1.5707963267948967E-002   2.1868420538167678E-004  0.99987663248166059     
   1.6336281798666925E-002   2.3653260296655309E-004  0.99986656591604528     
   1.6964600329384884E-002   2.5508026193109311E-004  0.99985610461894470     
   1.7592918860102842E-002   2.7432709434357689E-004  0.99984524859448853     
   1.8221237390820801E-002   2.9427300929825846E-004  0.99983399784696281     
   1.8849555921538759E-002   3.1491791288244879E-004  0.99982235238080897     
   1.9477874452256717E-002   3.3626170814914422E-004  0.99981031220062466     
   2.0106192982974676E-002   3.5830429509414974E-004  0.99979787731116299     
   2.0734511513692634E-002   3.8104557063687678E-004  0.99978504771733301     
