 -0.97999999999999998        4.7962776906966376E-002  -1.1007990014445059       -2.2006115622552169     
 -0.95999999999999996        9.8653097140191992E-002  -1.0842235124503552       -2.1664967310161423     
 -0.93999999999999995       0.14955385717204184       -1.0675703578956035       -2.1322491255390439     
 -0.92000000000000004       0.20066725614268588       -1.0508388311506045       -2.0978672533133991     
 -0.90000000000000002       0.25199551856887537       -1.0340282170045656       -2.0633496050332485     
 -0.88000000000000000       0.30354089466457257       -1.0171377915880446       -2.0286946543540725     
 -0.85999999999999999       0.35530566067228131       -1.0001668222888660       -1.9939008576455421     
 -0.83999999999999997       0.40729211920512576      -0.98311456766174277       -1.9589666537398212     
 -0.82000000000000006       0.45950259959931294      -0.96598027733184466       -1.9238904636755316     
 -0.80000000000000004       0.51193945827698206      -0.94876319189256064       -1.8886706904371466     
 -0.78000000000000003       0.56460507911920743      -0.93146254279767482       -1.8533057186898074     
 -0.76000000000000001       0.61750187384909472      -0.91407755224817111       -1.8177939145094237     
 -0.73999999999999999       0.67063228242483852      -0.89660743307387158       -1.7821336251079791     
 -0.71999999999999997       0.72399877344267338      -0.87905138861008392       -1.7463231785539319     
 -0.69999999999999996       0.77760384454962672      -0.86140861256944490       -1.7103608834876181     
 -0.67999999999999994       0.83145002286603997      -0.84367828890910812       -1.6742450288315414     
 -0.65999999999999992       0.88553986541780283      -0.82585959169343548       -1.6379738834954509     
 -0.64000000000000001       0.93987595957827086      -0.80795168495232372       -1.6015456960760948     
 -0.62000000000000000       0.99446092351986515      -0.78995372253528995       -1.5649586945515341     
 -0.59999999999999998        1.0492974066753584      -0.77186484796143051       -1.5282110859699005     
 -0.58000000000000007        1.1043880902088374      -0.75368419426535616       -1.4913010561324958     
 -0.56000000000000005        1.1597356874964220      -0.73541088383918785       -1.4542267692710797     
 -0.54000000000000004        1.2153429446167294      -0.71704402827069669       -1.4169863677192633     
 -0.52000000000000002        1.2712126408511981      -0.69858272817765132       -1.3795779715778398     
 -0.50000000000000000        1.3273475891943027      -0.68002607303842988       -1.3419996783739570     
 -0.47999999999999998        1.3837506368737702      -0.66137314101894529       -1.3042495627139741     
 -0.45999999999999996        1.4404246658808928      -0.64262299879591345       -1.2663256759298831     
 -0.43999999999999995        1.4973725935110589      -0.62377470137649393       -1.2282260457191367     
 -0.42000000000000004        1.5545973729146141      -0.60482729191431328       -1.1899486757777622     
