           1   13.427468294735991     
           2  -4.3022590260186515     
           3  -8.4743443797483914E-002
           4  -1.2015065265300027E-003
           5  -1.4153344505824441E-005
           6  -1.4983485813780070E-007
           7  -1.4794243682886312E-009
           8  -1.3905828149118386E-011
           9  -1.2623562702252344E-013
          10  -1.1117233523344075E-015
          11  -9.5723225055835052E-018
          12  -8.0917789559715572E-020
          13  -6.7362995995644668E-022
          14  -5.5358013856046527E-024
          15  -4.4991389989808801E-026
          16  -3.6217070095211707E-028
          17  -2.8910498596564774E-030
          18  -2.2907972734419179E-032
          19  -1.8032869823678802E-034
          20  -1.4112098608916098E-036
